Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
12/20/2017 8:11,65000,United States,33625,Microsoft SQL Server,5,"Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,3,8,Masters,No,"Yes, and they're currently valid",45,5 or more,Private business,No,Prefer not to say,Male,,
12/20/2017 8:11,67000,United States,75254,Microsoft Access,2,"PostgreSQL, Microsoft Access, SAP",Full time employee,Analyst,No,1,None,3,Masters,Yes,"No, I never have",44,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,"Developer: App code (C#, JS, etc)","Build scripts & automation tools, Meetings & management, Projects"
12/20/2017 8:11,75000,United States,,Microsoft SQL Server,5,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,1,100,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 8:11,130000,United States,27513,Microsoft SQL Server,15,"MySQL/MariaDB, PostgreSQL, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,20,None,6,Bachelors (4 years),Yes,"Yes, but they expired",50,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching"
12/20/2017 8:12,66625,United States,53207,Microsoft SQL Server,5,None,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,1,5,Bachelors (4 years),Yes,"No, I never have",43,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D"
12/20/2017 8:12,140000,United States,113,Microsoft SQL Server,10,None,Full time employee,Manager,Yes,3,None,140,Masters,Yes,"No, I never have",55,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
12/20/2017 8:12,24145,United Kingdom,,Microsoft SQL Server,5,"MySQL/MariaDB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,None,4,None (no degree completed),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Projects"
12/20/2017 8:12,90000,United States,36024,Microsoft SQL Server,20,"Oracle, DB2, Microsoft Access",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,9,3,20,Bachelors (4 years),Yes,"No, I never have",40,5 or more,State/province government,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching"
12/20/2017 8:12,100000,United States,55441,Microsoft SQL Server,5,"Oracle, MySQL/MariaDB",Full time employee,Architect,No,6,3,10,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Non-profit,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 8:12,111000,United States,6032,Microsoft SQL Server,8,"Oracle, Microsoft Access, Epic",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,1,540,None (no degree completed),N/A,"Yes, but they expired",45,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
12/20/2017 8:12,160000,United States,53029,Microsoft SQL Server,15,"Microsoft SQL Server, Redis, Amazon RDS (any flavor)",Full time employee,Architect,No,20,None,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,2,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 8:12,185000,Uganda,19341,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB",Full time employee,Manager,Yes,10,None,3,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL, Engineer","Build scripts & automation tools, Projects, Training/teaching"
12/20/2017 8:13,79000,United States,5401,Microsoft SQL Server,10,None,Part time,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,19,1,15,Bachelors (4 years),Yes,"Yes, but they expired",30,3,Non-profit,No,"Stay with the same employer, same role",Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Projects, Training/teaching"
12/20/2017 8:13,200000,United States,222,Microsoft SQL Server,6,None,Full time employee,Manager,Yes,6,None,500,Masters,Yes,"No, I never have",50,1,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching"
12/20/2017 8:13,50000,Belgium,8400,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,"Developer: App code (C#, JS, etc)",No,11,More than 5,5,None (no degree completed),Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Developer: T-SQL,
12/20/2017 8:13,85000,Canada,,Microsoft SQL Server,10,Oracle,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,33,3,150,Bachelors (4 years),Yes,"Yes, but they expired",36,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Projects, R&D"
12/20/2017 8:13,128000,United States,21204,Microsoft SQL Server,17,"Microsoft SQL Server, SQLite",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,1,400,Associates (2 years),Yes,"Yes, but they expired",38,2,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Non-binary/third gender,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 8:14,90000,United States,29607,Microsoft SQL Server,5,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, Elasticsearch, Amazon RDS (any flavor)",Full time employee,Manager,Yes,1,None,3,Bachelors (4 years),No,"No, I never have",60,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Meetings & management, On-call 24/7/365"
12/20/2017 8:14,130000,United States,45044,Microsoft SQL Server,12,"MongoDB, Amazon RDS (any flavor)",Full time employee,Manager,Yes,2,1,2,Bachelors (4 years),Yes,"No, I never have",40,1,Private business,No,"Stay with the same role, but change employers",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Meetings & management, R&D, Training/teaching"
12/20/2017 8:14,151000,United States,2152,Microsoft SQL Server,28,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, Azure SQL DB",Full time employee,Architect,No,6,None,60,Bachelors (4 years),Yes,"No, I never have",35,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/20/2017 8:14,160000,United States,92618,Microsoft SQL Server,20,"MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, Redis, Elasticsearch",Full time employee,Manager,Yes,20,None,2,Bachelors (4 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365"
12/20/2017 8:15,108707,United States,60565,Oracle,16,None,Full time employee,Developer: T-SQL,No,3,More than 5,12,Doctorate/PhD,No,"No, I never have",40,2,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, On-call as part of a rotation"
12/20/2017 8:15,113650,United States,77043,Microsoft SQL Server,20,"Oracle, PostgreSQL, DB2, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Manager,Yes,12,1,10,Bachelors (4 years),No,"Yes, but they expired",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
12/20/2017 8:16,62000,United States,15558,Microsoft SQL Server,7,None,Full time employee,"Developer: App code (C#, JS, etc)",No,7,1,2,Bachelors (4 years),Yes,"No, I never have",40,2,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management"
12/20/2017 8:16,63000,United States,8540,Microsoft SQL Server,5,"MySQL/MariaDB, Redis, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,1,5,Associates (2 years),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D"
12/20/2017 8:16,88000,United States,47905,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Engineer,No,12,2,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,Engineer,
12/20/2017 8:16,94500,United States,13,Microsoft SQL Server,16,"Microsoft SQL Server, PostgreSQL, DB2",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,None,85,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,3,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
